	DHAK_HAK	DHAK_HAJ	DHAK_HAI	DHAK_HAH	DHAK_HAG	DHAK_HAF	DHAK_HAE	DHAK_HAD	DHAK_HAC	DHAK_HAB	DHAK_HAV	DHAK_HAX	DHAK_HAL	DHAK_HAM	DHAK_HAN	DHAK_HAO	DHAK_HAP	DHAK_HAR	DHAK_HAT	DHAK_HAU	DHAK_C22_M	DHAK_C23_M	DHAK_C19_M	DHAK_C2_M	DHAK_C16_M	DHAK_C18_M	DHAK_C14_M	DHAK_C15_M	DHAK_C10_M	DHAK_C13_M	DHAK_C7_M	DHAK_C9_M	DHAK_C5_M	DHAK_C6_M	DHAK_C3_M	DHAK_C4_M	DHAK_C24_M	DHAK_C25_M	DHAK_HA	DHAK_HAA	DHAK_HDF	DHAK_HDE	DHAK_HDB	DHAK_HDA	DHAK_HDD	DHAK_HDC	DHAK_HCY	DHAK_HCW	DHAK_HD	DHAK_HCZ	DHAK_HCD	DHAK_HCB	DHAK_HCA	DHAK_HC	DHAK_HCJ	DHAK_HCI	DHAK_HCH	DHAK_HCF	DHAK_HCL	DHAK_HCK	DHAK_HN	DHAK_HO	DHAK_HL	DHAK_HM	DHAK_HJ	DHAK_HK	DHAK_HG	DHAK_HI	DHAK_HE	DHAK_HF	DHAK_HCU	DHAK_HCV	DHAK_HCQ	DHAK_HCR	DHAK_HCS	DHAK_HCT	DHAK_HCM	DHAK_HCN	DHAK_HCO	DHAK_HCP	DHAK_HBH	DHAK_HBG	DHAK_HB	DHAK_HAZ	DHAK_HBB	DHAK_HBA	DHAK_HBD	DHAK_HBC	DHAK_HBF	DHAK_HBE	DHAK_HZ	DHAK_HY	DHAK_HU	DHAK_HT	DHAK_HW	DHAK_HV	DHAK_HQ	DHAK_HP	DHAK_HS	DHAK_HR	DHAK_HBY	DHAK_HBZ	DHAK_HBK	DHAK_HBL	DHAK_HBI	DHAK_HBJ	DHAK_HBV	DHAK_HBW	DHAK_HBM	DHAK_HBR
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0.01044	0	0.0203	0.08648	0	0	0.68085	0	0	0	0	0	0	0	0	0	0	0	0	0.06202	0	0.37828	0	0	0.0202	0	0.46992	0.48552	0	0	0	0	0	0	0.21697	0.10049	0	0.12924	0.1735	0	0	0	0	0	0	0	0	0.1114	0.52202	0	0.075	0	0	0	0	0	0	0	0	0	0.12342	0	0.03663	0.16653	0	0	0.09699	0	0	0	0	0	0	0	0	0	0	0.58638	0	0	0	0	0	0	0	0.05735	0	0	0	0	0.02781	0	0	0	0.15183	0	0	0.06364	0.1345	0	0	0	0.54299	0	0	0.0182	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0	0	0.00815	0.35401	0.13813	0	0.00273	0.23083	0.0535	0.559	0	0.9468	0.24891	0.97754	0.18854	2.59785	0.75831	0	0.10004	0.66127	0.61022	0.03865	1.26984	0.22856	0.7321	0.02423	0.31891	0	0.91236	0.69642	0.31239	0.7922	0.93544	0	0.14437	0	0.01311	0.02765	0	0.58517	0	0.46779	0	0	0.17062	0	2.56094	0	0	0	0.00623	0	0	0	0.04634	0.60681	0.04858	0.01252	0.4387	0	0	0.04908	0	0.10843	0.03425	3.09214	0.01272	1.34329	0	0	0	0.1388	0	0	0	0.19185	0	0.00448	0.12091	0	0	0	0	0.53005	0	0	0.44954	0	0	0.14157	0.04851	0.43752	0	0.17906	1.22932	0	0.09122	0.54222	0.02568	0	0	0	0	0.29052	0	0.32244	1.16643	0	0.0363	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0	0.0053	0	0	0	0	0	0.03844	0	0.04437	0	0	0	0.21518	0	0.43335	0.01096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07651	0.00492	0	0	0.00827	1.1007	0	0	0	0	0	0	0	0	0.2001	0	0	0.04093	0	0.09102	0.08946	0.13302	0	0	0	0	0	0	0	0	0.13454	0	0	0	0.01237	0	0	1.02953	0	0.04261	0	0	0	0	0	0	0	0	0	0	0	0.47165	0.08944	0	0	0.01595	0	0	0	0.74875	0.19457	0.00415	0	0	0	0	0	0	0.94607	0	0	0.00927
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified	0	0	1.05845	1.25346	0	0.05583	0	0	0	0	0	0.25774	0	0	2.45829	1.55328	0	0	0.07066	0	0	0.76239	0	0	0.30823	3.27161	0.2597	2.44766	1.74853	0	13.49083	0	0	0.31195	0	1.26785	0	0.73936	0.10999	0.58377	0	0	0.78631	0	0.51568	0	0	0	0	0	0	0	0	0	0	0.00859	0	0.01839	0.2882	0.32137	0	0	0	0.00147	0	3.04299	0	0	0	0.18449	0	0.13399	0	0	0	0	0.23914	0	0.09769	0	0	0	4.38814	0	0	0	0	0	0	0	0.09257	0.44404	0.20698	0.18435	0	0	0.15108	0	0.0263	0	0	0	0	0	0	0	0	0	0	0.77194
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale|t__GCF_000209975	0	0	0.7392	0.15529	0	0.01532	0	0	0.06411	0	0.56417	0	0	0	0	0.25379	0.03781	0.17969	0	0	0	0	0	0.74047	0.86138	0.13204	0	0	0	0	0	0.16186	0.40138	0	0	0	0.27003	0	0	0.02488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30322	0	0.07691	0	0	0	0	0	0.01871	0.28004	0.04698	2.28281	0	1.17714	0	0.15343	0.11065	0.05573	0	0	0	0	0	0	0	0	0	0	0	0.23564	0.50033	0	0	0.15515	0	0	0.2988	0.0052	0	0	0	0	0	0.04207	0	0	2.12855	0	0	0	0	0	0	0	0	0.08431	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Stachytarpheta_leaf_curl_virus|t__PRJNA14412	0	0	0.36869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	0	0	0.19756	0	0	0	0	0	0	0	0.59187	0.09994	0.07734	0	0.00171	0	0	0	0	0	0	0	0.10283	0	0.00151	0	0	0.00635	0	0	0	0.04289	0	0.05709	0.1301	0	0.02221	0	0	0	0	0.30067	0.09956	0	0	0.22128	0	0.30561	0	0	0.09158	0	0	0	0	0	0	0.65378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67618	0	0.00884	0	0.25167	0.0437	0.12517	0	0	0.00783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12533	0.02908	0.06561	0	0	0.00348	0.12309	0.08106
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum|t__GCF_000156635	0	0	0.05692	0	0	0	0	0	0	1.15154	0	0	0	0.29166	0	0.21723	0	0	0.06973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09856	0	0	0	0	0	0	0	0	0	0	0	0.20955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07104	0	0	0	0	0	0	0	0	0	0.01458	0.12602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans|t__GCF_000025305	0	0	0.03918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48569	0	0	0	0	0	0	0	0	0	0	0	0	0.61734	0	0	0	0.35927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10012	0	0	0	0	0	0	0	0	0.37009	0	0	0.46197
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis|t__GCF_000245775	0	0	0.02859	0	0	0.01745	0.00458	0	0.03445	0	0.38431	0	0	0	0	0	0.02755	0.10211	0	0	0	0	0	0.02413	0.42234	0.96025	0	0	0	0	0	0.06108	0	0	0	0	0.28963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01678	0	0	0	0	0	0	0	0	0.07601	0	0.27805	0	0.56066	0.64542	0.04602	0.00768	0.00509	0	0	0	0	0	0	0	0	0	0	0	0	0.26475	0	0	0.09402	0	0	0.03248	0	0	0	0	0	0	0.02146	0	0	1.01035	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455	0	0	0.02352	0	0	0	0	0.03388	0.00657	0	0.37807	0.00324	0.02286	0.06531	0.03014	0	0.01861	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03987	0	0	0	0	0	0.03124	0	0	0.00169	0	0	0	0.24834	0	0	0.01867	0	0	0	0	0	0	0.23716	0	0	0	0	0	0	0	0.0106	0	0.34547	0	0	0	0.09615	0.00605	0	1.43255	0.0169	0	0	0.02662	0	0	0	0	0	1.05927	0	27.06758	0.00605	0.42546	0	0.0023	0	0	0	0	0	0	0	0	0.20727	0	0	0	0.18009	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified	0	0	0.02146	0	0.13521	0.00141	0.07986	0	0	0	0	0.3653	0.26931	0	3.76328	0	0.07093	0	0.48875	1.32552	0	0	2.32651	0.05472	0.31818	1.79475	0	0	0	0	0	0.11739	4.50213	1.10918	2.96793	7.41446	0.10502	0	0.12187	0.0503	0	4.56863	0.28991	0	0.79647	0	0.04087	0	0	0.86061	0	0.19956	0.15582	0.00151	0.7242	0	0	3.04721	0	0	0	0.00786	0.60597	0	0	1.57437	0.37051	0	0.20797	0.05511	0	0	0.12794	0.7795	0	0	0	3.12275	0	0	0	0.20273	0	0	0	0	0.11573	0	3.20903	0	0.06022	0	0.42372	0.41589	0	0	0.03197	0.12399	0.06411	0	0	0.24112	0.26778	0	0	0	0	0.12541	0	0.23893
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0	0	0.01804	0.25795	0	0	0.18403	0.03414	0.17491	0	0.09245	0.06397	0.08554	0.07584	0.4351	0.08312	0.02899	0.04358	0	0.09902	0.01627	0.14481	0.02954	0	0.00618	0	0.08092	0	0	0.02725	0	0.00406	0.14224	0	0.09324	0.009	0	0.18859	0	0	0	3.41484	0	0	0	0.03368	0.02282	0	0	0	0	0	0	0	0	0	0.08062	0	0.00399	0	0	0	0.01974	0.48136	0	0.33404	0.20398	1.45137	0	0	0	0	0	0	0	0.01636	0	0	0	0	1.00472	0	0	0.01926	0	0	0	0.06391	0	1.05105	0.06493	0	0	0.12804	2.55531	0.00459	0.0104	0	0	0	0.00441	0	0	0.23953	0	0.08193	0.07949	0	0.23981	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365	0	0	0.01699	0.00593	0	0	0.53092	0	0	0	0.01404	0	0	0	0	0.02012	0	0.01703	0	0	0	0	0	0.09473	0	0.1826	0	0	0	0.01839	0	0.03218	0.96048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07593	0	0.01539	0	0	0	0	0	0	0.01909	7.50486	0.06757	0	0.05137	0	0.0073	0.02103	0.00979	0	0	0	0	0	0	0	0	0	0	0	0.02179	0	0	0	0.5006	0	0	0	0	0	0	0	0	0	0.01242	0	0	0.14344	0	0	0	0	0	0.08244	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius|t__Lactobacillus_salivarius_unclassified	0	0	0.01276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05376	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955	0	0	0.01044	0	0.0203	0.08648	0	0	0.68085	0	0	0	0	0	0	0	0	0	0	0	0	0.06202	0	0.37828	0	0	0.0202	0	0.46992	0.48552	0	0	0	0	0	0	0.21697	0.10049	0	0.12924	0.1735	0	0	0	0	0	0	0	0	0.1114	0.52202	0	0.075	0	0	0	0	0	0	0	0	0	0.12342	0	0.03663	0.16653	0	0	0.09699	0	0	0	0	0	0	0	0	0	0	0.58638	0	0	0	0	0	0	0	0.05735	0	0	0	0	0.02781	0	0	0	0.15183	0	0	0.06364	0.1345	0	0	0	0.54299	0	0	0.0182	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified	0	0	0.00815	0.35401	0.13813	0	0.00273	0.23083	0.0535	0.559	0	0.9468	0.24891	0.97754	0.18854	2.59785	0.75831	0	0.10004	0.66127	0.61022	0.03865	1.26984	0.22856	0.7321	0.02423	0.31891	0	0.91236	0.69642	0.31239	0.7922	0.93544	0	0.14437	0	0.01311	0.02765	0	0.58517	0	0.46779	0	0	0.17062	0	2.56094	0	0	0	0.00623	0	0	0	0.04634	0.60681	0.04858	0.01252	0.4387	0	0	0.04908	0	0.10843	0.03425	3.09214	0.01272	1.34329	0	0	0	0.1388	0	0	0	0.19185	0	0.00448	0.12091	0	0	0	0	0.53005	0	0	0.44954	0	0	0.14157	0.04851	0.43752	0	0.17906	1.22932	0	0.09122	0.54222	0.02568	0	0	0	0	0.29052	0	0.32244	1.16643	0	0.0363	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__GCF_000230275	0	0	0.0053	0	0	0	0	0	0.03844	0	0.04437	0	0	0	0.21518	0	0.43335	0.01096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07651	0.00492	0	0	0.00827	1.1007	0	0	0	0	0	0	0	0	0.2001	0	0	0.04093	0	0.09102	0.08946	0.13302	0	0	0	0	0	0	0	0	0.13454	0	0	0	0.01237	0	0	1.02953	0	0.04261	0	0	0	0	0	0	0	0	0	0	0	0.47165	0.08944	0	0	0.01595	0	0	0	0.74875	0.19457	0.00415	0	0	0	0	0	0	0.94607	0	0	0.00927
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0	0	0	0.20939	0	0	0	0.0461	0	0	0.23489	0	0	0	0	0.19823	0.01961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40344	0	0	0	0	0	0	0	0	14.70102	0.03827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20964	0	0.07295	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0	0	0	0.03501	0	0	0	0.04068	0	0	2.76677	1.93584	0.0034	0	0.05449	0.09209	0.24503	0	0.70006	0.16067	0	0.0526	0.29289	0.11166	0.05499	0	0.38753	0.04397	0	0.68206	0	0.09553	0.71666	0.09056	0.14347	0.01632	0	0.08616	0	0.46613	0	0.42023	0.01696	0	0.33805	0.17154	0.25944	0.54575	0	0	0	0	0	0.02171	0.07052	0.20552	0.13706	0	0.06326	0	0.71723	0	0.14126	0.45829	0.01896	0	0.03201	0.02181	0	0	0	0	0	0.06497	0	0	0	0	0	0	0.03007	0.29307	0.09542	1.13683	0	0	0.44597	0.15621	0	0.35514	0.04367	0.46056	0	0.16391	0.06658	2.48729	0	0.63888	0.03443	0	0	0	0.16791	0.20059	0.04326	1.44603	0.62071	0	0.0535	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0	0	0.38155	0.00791	0	0	2.25901	0.1367	0.0999	7.27421	0.96291	0.07789	0	0	1.40407	0.10866	0	0.01214	0	0	0.04159	0	0	0.04711	0	0.06337	0.01254	0	0	0.08522	0.07598	0	0	0.17459	0.67852	0.40263	0.06242	0	0	0	0	0	0	0.03596	0.26628	0	0	0.04967	0	0	0	0	0	0	0.80336	0	0	0	0	0.00762	0	0.38401	0	0	0	0	0.07423	0	0.01763	0	0	0	0	0	0	0	0	0	0	0.10962	1.0477	0	0.00406	0	0	0	0.00535	0	0.01828	0	0	1.35041	0.55349	18.36693	0	0	0.39951	0	0	0	0	0	0	0	0	0.67065	1.18304	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	0	0	0	0.20939	0	0	0	0.0461	0	0	0	0	0	0	0	0.19823	0.01961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40344	0	0	0	0	0	0	0	0	14.70102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20964	0	0.07295	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0	0	0	0.03501	0	0	0	0.04068	0	0	2.76677	1.93584	0	0	0.05449	0.09209	0.24503	0	0.70006	0.16067	0	0.0526	0.29289	0.11166	0.05499	0	0.38753	0.04397	0	0.68206	0	0.09553	0.71666	0.09056	0.14347	0.01632	0	0.08616	0	0.46613	0	0.42023	0.01696	0	0.33805	0.17154	0.25944	0.54575	0	0	0	0	0	0.02171	0.07052	0.20552	0.13706	0	0.06326	0	0.71723	0	0.14126	0.45829	0.01896	0	0.03201	0.02181	0	0	0	0	0	0.06497	0	0	0	0	0	0	0.03007	0.29307	0.09542	1.13683	0	0	0.44597	0.15621	0	0.35514	0.04367	0.46056	0	0.16391	0.06658	2.48729	0	0.63888	0.03443	0	0	0	0.16791	0.20059	0.04326	1.44603	0.62071	0	0.0535	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0.66643	0	0	0.01436	0	0	0	0	0.20136	0	1.45099	0.92573	0	0	0	0	0	0	0	0	0.19495	0	0.04082	0	0.10326	0	0	0	0	0.01757	0	0	0	0.15377	0	0	0	0	0.05114	0.19454	0.61251	0	0	0	0	0	0	0	0	0	0	0	0.23792	0	0	0	0	0	0	0	0	0	0	0.01983	0.05288	0.08998	0	0	0.07056	0	0	0	0.366	0.00903	0	0.06766	0	0.94591	0	0	0	0	0	0	0	0.59659	1.84386	0	0.12645	0	0.17143	0	1.2776	0.03092	0	0	0	0	0	0	0	0	0	0	0	4.63415	0.12688
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	0	0	0.38155	0.00791	0	0	2.25901	0.1367	0.0999	7.27421	0.96291	0.07789	0	0	1.40407	0.10866	0	0.01214	0	0	0.04159	0	0	0.04711	0	0.06337	0.01254	0	0	0.08522	0.07598	0	0	0.17459	0.67852	0.40263	0.06242	0	0	0	0	0	0	0	0.26628	0	0	0.04967	0	0	0	0	0	0	0.80336	0	0	0	0	0.00762	0	0.38401	0	0	0	0	0	0	0.01763	0	0	0	0	0	0	0	0	0	0	0	1.0477	0	0	0	0	0	0.00535	0	0	0	0	1.35041	0.55349	0	0	0	0.39951	0	0	0	0	0	0	0	0	0.67065	1.18304	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa	0	0	0	0.20028	0	0	0	0	0	0	0	0	0	0	0	0.12498	0.01961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20964	0	0.07295	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0	0	0	0.06291	0.15958	0	0	0	0	0	0.01869	0	0	0.16958	0	0	0.03403	0	0	0	0	0	0	2.43655	0	0	0	0	0.89585	0	0	0	0	0	0	0	0	0	0.02941	0.08071	0.06622	0	0.01496	0.37791	0.08349	0.74549	0.0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02104	0	0.45456	0.29352	0.0063	0.1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01211	0	0	0	0	0	0	0.03205	0	0	0	0	0	0	0.08695	0	0	0.06705	0.01506	0	0.00889	0.4738	0	2.01208	0	0.12162	0.26076
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified	0	0	0	0.04608	0.26189	0	0	0.0386	0	0	0	0.00316	0.09	0	0	0.00209	0.005	0	0	0.00548	0	0.02296	0	0	0.00275	0	0	0	0	0	0.0924	0	0	0	0	0	0	0.06705	0.0235	0	0	0	0	0.01162	0	0	0	0	0	0	0	0	0	0	0.07046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00621	0	0	0	0.13572	0	0.00642	0	0	0	0	0	0	0	0	0.02099	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03792	0	0	0	0	0	0	0.01095	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0.04472	0	0	0.02915	0.00591	0	0	0.04974	0.004	0	0.40141	0.13787	0.1906	0.04504	0	0	0	0.15568	0.0979	0.1377	0	0	0	0.23912	0	0	0	0	0.3032	0.02534	0	0.05321	0	0	0.16658	0	0	0	0.20903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04231	0	0	0	0	0.11752	0.01276	0.29174	0.0508	1.08163	0	0	0	0	0	0	0	0	0	0	0	0	1.32932	0	0	0	0	0	0	0.00256	0	0	0.02196	0	0	0.01107	0.9733	1.176	0	0	0	0	0	0	0	0.25248	0	0.20144	0.1726	0	0.00875	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0	0	0	0.03865	0	0	0.06683	0	0	0	0.05157	0.09938	0	0	0.0195	0.01292	0	0	0	0	0.01836	0.04986	0.00716	0	0	0	0.07809	0	0	0	0	0.00767	0.02237	0	0.09313	0	0	0.08386	0	0	0	0.83276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02507	0	0.04194	0.1315	0.00863	0	0	0	0	0	0	0	0.00237	0	0	0	0	0	0	0	0	0	0	0	0.02068	0	0.001	0.00987	0	0	0	0.21584	0.16499	0	0	0	0	0	0	0	0	0	0.16522	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0	0	0	0.03501	0	0	0	0	0	0	1.16283	1.64348	0	0	0.05449	0.04624	0.24503	0	0	0.1226	0	0.0526	0.19759	0.08478	0.05499	0	0.3621	0.04397	0	0.54978	0	0.09553	0.71084	0.09056	0.11528	0.00957	0	0.07997	0	0	0	0.35422	0	0	0.22174	0.17154	0.24621	0	0	0	0	0	0	0	0	0.12701	0.12434	0	0	0	0	0	0.14126	0.02805	0.01896	0	0.03201	0.00889	0	0	0	0	0	0	0	0	0	0	0	0	0.03007	0.05903	0	0.0306	0	0	0.39631	0.15621	0	0.01532	0.04367	0.0717	0	0.16391	0	1.33327	0	0.06954	0	0	0	0	0	0.20059	0.04326	0.87415	0.14465	0	0.0535	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0	0.01044	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	1.94628	0	0	0	0	0	1.25235	0	0	0	0.59643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11253	0	0	0	0.009	0	0	0	0	0	0	0	0	0.1414	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40344	0	0	0	0	0	0	0	0	8.29849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
